"study_id","first_author","pubyear","papers","effect_sizes","experiments","toedieningsroute","drug","drug_class","dose_unit","dose","unit","hed","hed2","frequency","timing","multiplication_factor_es","anxiety_test","type_of_outcome","type_of_anxiety_test","species","strain","disease","mean_treatment_group","se_treatment_group","n_treatment_group","sd_treatment_group","mean_control_group","se_control_group","n_control_group","sd_control_group","sex","id_sample","Sample","dose2"
"Murphy_2017_188_45","Murphy",2017,32,188,45,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",68.5,NA,8,21.1660104885167,56.25,NA,10,10.4291258821949,"Male","32","CBDanimalunconditioned",NA
"Murphy_2017_189_45","Murphy",2017,32,189,45,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",35.5714285714286,NA,8,16.4302276597855,38.4,NA,10,11.8340375377318,"Male","32","CBDanimalunconditioned",NA
"Murphy_2017_190_45","Murphy",2017,32,190,45,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",119.47625,NA,8,27.9164743667861,104.818,NA,10,40.4744000847723,"Male","32","CBDanimalunconditioned",NA
"Murphy_2017_191_45","Murphy",2017,32,191,45,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"MD","delay",-1,"AA",NA,"Unconditioned","mice","CD1","No",122.1975,NA,8,69.8968521159164,104.818,NA,10,40.4744000847723,"Male","32","CBDanimalunconditioned",NA
"Myers_2019_192_46","Myers",2019,33,192,46,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57Bl6","No",15.6,NA,8,10.74,7.45,NA,8,1.12,"Male","33","CBDanimalunconditioned",NA
"Shallcross_2019_193_47","Shallcross",2019,34,193,47,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.81,0.6561,"SD","acute",1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","Yes",15.14,NA,8,9.529,34.13,NA,8,30.35,"Male","34","CBDanimalunconditioned",NA
"Silvestri_2020_194_48","Silvestri",2020,35,194,48,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",1,"AA",NA,"Unconditioned","mice","CD1","No",280.8,NA,10,59.37,260.6,NA,10,27.77,"Male","35","CBDanimalunconditioned",NA
"Todd_2016_195_49","Todd",2016,36,195,49,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6","No",22.76887872,NA,6,2.974828375,27.68878719,NA,6,3.432494279,"Male","36","CBDanimalunconditioned",NA
"Twardowschy_2013_196_50","Twardowschy",2013,37,196,50,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"SD","acute",1,"defense",NA,"Unconditioned","mice","Swiss","No",0.147742818,0.082079343,12,0.284331184655746,1.79753762,0.402188782,12,1.39322280931649,"Male","37","CBDanimalunconditioned",NA
"Zieba_2019_197_51","Zieba",2019,38,197,51,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",18.4722537592619,NA,12,4.23467877441938,20.3652056095819,NA,12,4.63801864192267,"Male","38","CBDanimalunconditioned",NA
"Zieba_2019_198_51","Zieba",2019,38,198,51,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",19.6357357674278,NA,12,4.25779808993596,20.3652056095819,NA,12,4.63801864192267,"Male","38","CBDanimalunconditioned",NA
"Zieba_2019_199_51","Zieba",2019,38,199,51,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",4.45196961810571,NA,12,3.99974093737715,5.7731531714245,NA,12,4.46696189994007,"Male","38","CBDanimalunconditioned",NA
"Zieba_2019_200_51","Zieba",2019,38,200,51,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",11.708917810616,NA,12,10.5317115343152,5.7731531714245,NA,12,4.46696189994007,"Male","38","CBDanimalunconditioned",NA
"Watt_2020_201_52","Watt",2020,39,201,52,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","50 mg/kg",50,"mg/kg",4.05,16.4025,"MD","delay",-1,"AA",NA,"Unconditioned","mice","Wild-type","No",20.21,NA,14,10.03,12.62,NA,14,13.45,"Male","39","CBDanimalunconditioned",NA
"Schiavon_2016_202_53","Schiavon",2016,40,202,53,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino","No",36.54096229,2.990897269,8,8.4595349629689,24.83745124,3.120936281,9,9.362808843,"Male","40","CBDanimalunconditioned",NA
"Schiavon_2016_203_53","Schiavon",2016,40,203,53,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino","No",25.35760728,2.340702211,10,7.40195031095203,24.83745124,3.120936281,9,9.362808843,"Male","40","CBDanimalunconditioned",NA
"Schiavon_2016_204_53","Schiavon",2016,40,204,53,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","30 mg/kg",30,"mg/kg",2.43,5.9049,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino","No",25.35760728,2.600780234,9,7.802340702,24.83745124,3.120936281,9,9.362808843,"Male","40","CBDanimalunconditioned",NA
"Schiavon_2016_205_53","Schiavon",2016,40,205,53,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"MD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino","No",14.15584416,3.116883117,17,12.8512383140954,20,3.506493506,14,13.1200973283998,"Male","40","CBDanimalunconditioned",NA
"Schiavon_2016_206_53","Schiavon",2016,40,206,53,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","30 mg/kg",30,"mg/kg",2.43,5.9049,"MD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino","No",25.58441558,3.246753247,16,12.987012988,20,3.506493506,14,13.1200973283998,"Male","40","CBDanimalunconditioned",NA
"Schleicher_2019_207_54","Schleicher",2019,41,207,54,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","delay",-1,"AA",NA,"Unconditioned","mice","C57/BL6","No",31.12391931,2.161383285,16.5,8.77958040723912,37.46397695,3.025936599,16.5,12.2914125701348,"Male and female","41","CBDanimalunconditioned",NA
"Schleicher_2019_208_54","Schleicher",2019,41,208,54,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","delay",-1,"AA",NA,"Unconditioned","mice","C57/BL6","No",9.18767507,2.521008403,16.5,10.240384542191,11.59663866,1.680672269,16.5,6.82692302948133,"Male and female","41","CBDanimalunconditioned",NA
"Schleicher_2019_209_54","Schleicher",2019,41,209,54,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","delay",-1,"AA",NA,"Unconditioned","mice","C57/BL6","No",11.26684636,2.506738544,16.5,10.1824201009186,7.924528302,1.563342318,16.5,6.3503265155123,"Male and female","41","CBDanimalunconditioned",NA
"Schleicher_2019_210_54","Schleicher",2019,41,210,54,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","delay",1,"ASR",NA,"Unconditioned","mice","C57/BL6","No",145.5470738,10.94147583,13.5,40.2015492247426,146.8193384,10.17811705,13.5,37.3967899722324,"Male and female","41","CBDanimalunconditioned",NA
"Schleicher_2019_211_54","Schleicher",2019,41,211,54,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57/BL6","No",37.64204545,2.414772727,16.5,9.80885318630775,41.76136364,2.698863636,16.5,10.9628359138697,"Male and female","41","CBDanimalunconditioned",NA
"Schleicher_2019_212_54","Schleicher",2019,41,212,54,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57/BL6","No",14.79885057,1.695402299,16.5,6.88675669419205,12.4137931,1.609195402,16.5,6.5365826232058,"Male and female","41","CBDanimalunconditioned",NA
"Schleicher_2019_213_54","Schleicher",2019,41,213,54,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57/BL6","No",7.979002625,1.627296588,16.5,6.61010998832253,13.64829396,2.913385827,16.5,11.834229173035,"Male and female","41","CBDanimalunconditioned",NA
"Schleicher_2019_214_54","Schleicher",2019,41,214,54,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","20 mg/kg",20,"mg/kg",1.62,2.6244,"MD","acute",1,"ASR",NA,"Unconditioned","mice","C57/BL6","No",160.7734807,16.02209945,13.5,58.8689523909405,176.2430939,13.25966851,13.5,48.7191330119252,"Male and female","41","CBDanimalunconditioned",NA
"Zagzoog_2020_215_55","Zagzoog",2020,42,215,55,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6","No",31.3333333333333,NA,6,9.15787457146399,21.167,NA,6,7.333,"Male","42","CBDanimalunconditioned",NA
"Zagzoog_2020_216_55","Zagzoog",2020,42,216,55,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6","No",37.5,NA,6,15.7575378787424,21.167,NA,6,7.333,"Male","42","CBDanimalunconditioned",NA
"Zagzoog_2020_217_55","Zagzoog",2020,42,217,55,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6","No",33.3333333333333,NA,6,13.351654079801,21.167,NA,6,7.333,"Male","42","CBDanimalunconditioned",NA
"Casarotto_2010_218_56","Casarotto",2010,43,218,56,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","5 mg/kg",5,"mg/kg",0.405,0.164025,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",17.87709497,1.920391061,6,4.703978206052,19.72765363,1.326815642,7,3.51042422436251,"Male","43","CBDanimalunconditioned",NA
"Casarotto_2010_219_56","Casarotto",2010,43,219,56,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","15 mg/kg",15,"mg/kg",1.215,1.476225,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",13.09357542,1.955307263,6,4.78950508470795,19.72765363,1.326815642,7,3.51042422436251,"Male","43","CBDanimalunconditioned",NA
"Casarotto_2010_220_56","Casarotto",2010,43,220,56,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","30 mg/kg",30,"mg/kg",2.43,5.9049,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",11.73184358,0.977653631,8,2.765222048527,19.72765363,1.326815642,7,3.51042422436251,"Male","43","CBDanimalunconditioned",NA
"Casarotto_2010_221_56","Casarotto",2010,43,221,56,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","60 mg/kg",60,"mg/kg",4.86,23.6196,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",10.26536313,0.663407821,5,1.48342498456101,19.72765363,1.326815642,7,3.51042422436251,"Male","43","CBDanimalunconditioned",NA
"Casarotto_2010_222_57","Casarotto",2010,43,222,57,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","30 mg/kg",30,"mg/kg",2.43,5.9049,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",10.95848596,1.251526252,8,3.53985079848874,19.65811966,0.824175824,7,2.18056426689574,"Male","43","CBDanimalunconditioned",NA
"Casarotto_2010_223_58","Casarotto",2010,43,223,58,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","30 mg/kg",30,"mg/kg",2.43,5.9049,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",9.360328638,0.440140845,7,1.16450321771183,18.72065728,0.762910798,7,2.01847224403383,"Male","43","CBDanimalunconditioned",NA
"Casarotto_2010_224_59","Casarotto",2010,43,224,59,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","30 mg/kg",30,"mg/kg",2.43,5.9049,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",5.566037736,1.257861635,7,3.3279890699391,18.17610063,1.257861635,7,3.3279890699391,"Male","43","CBDanimalunconditioned",NA
"Casarotto_2010_225_59","Casarotto",2010,43,225,59,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","30 mg/kg",30,"mg/kg",2.43,5.9049,"MD","acute",1,"RCLB",NA,"Unconditioned","mice","C57BL/6J","No",10.40880503,2.421383648,7,6.40637896128636,19.43396226,1.761006289,7,4.65918469791474,"Male","43","CBDanimalunconditioned",NA
"Deiana_2012_226_60","Deiana",2012,44,226,60,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","120 mg/kg",120,"mg/kg",9.72,94.4784,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","Swiss","No",6,NA,15,4.92805380304581,9.53333333333333,NA,15,5.20805237337428,"Male","44","CBDanimalunconditioned",NA
"Deiana_2012_227_60","Deiana",2012,44,227,60,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","120 mg/kg",120,"mg/kg",9.72,94.4784,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","Swiss","No",9.06666666666667,NA,15,4.69751707465409,9.53333333333333,NA,15,5.20805237337428,"Male","44","CBDanimalunconditioned",NA
"Deiana_2012_228_60","Deiana",2012,44,228,60,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","120 mg/kg",120,"mg/kg",9.72,94.4784,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","Swiss","No",6.8,NA,15,4.55443269165954,9.53333333333333,NA,15,5.65517041130967,"Male","44","CBDanimalunconditioned",NA
"Deiana_2012_229_60","Deiana",2012,44,229,60,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","120 mg/kg",120,"mg/kg",9.72,94.4784,"SD","acute",1,"RCLB",NA,"Unconditioned","mice","Swiss","No",11.6,NA,15,3.58169951678968,9.53333333333333,NA,15,5.65517041130967,"Male","44","CBDanimalunconditioned",NA
"Martín-Gonzáles_2018_230_61","Martín-Gonzáles",2018,45,230,61,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.162,0.026244,"SD","acute",1,"RCLB",NA,"Unconditioned","rats","Wistar","Yes",16.14457831,2.329317269,10,7.36594796320312,18.15261044,2.81124498,10,8.8899371975145,"Male","45","CBDanimalunconditioned",NA
"Martín-Gonzáles_2018_231_61","Martín-Gonzáles",2018,45,231,61,"i.p.","Cannabidiol","Reuptake/hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.486,0.236196,"SD","acute",1,"RCLB",NA,"Unconditioned","rats","Wistar","Yes",16.2248996,2.329317269,10,7.36594796320312,18.15261044,2.81124498,10,8.8899371975145,"Male","45","CBDanimalunconditioned",NA
"Crippa_2011_1_1","Crippa",2011,1,1,1,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","400 mg",400,"mg",NA,NA,"SD","acute",1,"SPECT imaging (subjective assessments taken beforehand)",NA,"Experimental","human","NA","Yes",34.5,NA,10,9.2,42.1,NA,10,11.2,"Male","1","CBDhumanexperimental",160000
"Zuardi_2017_2_2","Zuardi",2017,2,2,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg",100,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",39.2917,3.6442,12,12.623879105885,44.1917,3.56189,12,12.338748901943,"Male and female","2","CBDhumanexperimental",10000
"Zuardi_2017_3_2","Zuardi",2017,2,3,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","300 mg",300,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",32.3909,3.63894,11,12.0689986146159,44.1917,3.56189,12,12.338748901943,"Male and female","2","CBDhumanexperimental",90000
"Zuardi_2017_4_2","Zuardi",2017,2,4,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","900 mg",900,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",33.1333,5.41306,12,18.7513898888376,44.1917,3.56189,12,12.338748901943,"Male and female","2","CBDhumanexperimental",810000
"Zuardi_2017_5_2","Zuardi",2017,2,5,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg",100,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",62.775,3.07584,12,10.6550223119053,60.3917,2.68425,12,9.29851476043352,"Male and female","2","CBDhumanexperimental",10000
"Zuardi_2017_6_2","Zuardi",2017,2,6,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","300 mg",300,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",52.8091,4.23798,11,14.0557895290304,60.3917,2.68425,12,9.29851476043352,"Male and female","2","CBDhumanexperimental",90000
"Zuardi_2017_7_2","Zuardi",2017,2,7,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","900 mg",900,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",65.8583,3.33268,12,11.5447421707373,60.3917,2.68425,12,9.29851476043352,"Male and female","2","CBDhumanexperimental",810000
"Zuardi_2017_8_2","Zuardi",2017,2,8,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg",100,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",70,3.28449,12,11.3778071139038,69.5,2.4848,12,8.60759969329429,"Male and female","2","CBDhumanexperimental",10000
"Zuardi_2017_9_2","Zuardi",2017,2,9,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","300 mg",300,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",68,3.64068,11,12.0747695417511,69.5,2.4848,12,8.60759969329429,"Male and female","2","CBDhumanexperimental",90000
"Zuardi_2017_10_2","Zuardi",2017,2,10,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","900 mg",900,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",71.8333,3.1014,12,10.7435647491882,69.5,2.4848,12,8.60759969329429,"Male and female","2","CBDhumanexperimental",810000
"Zuardi_2017_11_2","Zuardi",2017,2,11,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","100 mg",100,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",78.1667,4.60374,12,15.9478231696743,77.1667,4.59056,12,15.9021663103868,"Male and female","2","CBDhumanexperimental",10000
"Zuardi_2017_12_2","Zuardi",2017,2,12,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","300 mg",300,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",70.5455,4.53745,11,15.0490191549981,77.1667,4.59056,12,15.9021663103868,"Male and female","2","CBDhumanexperimental",90000
"Zuardi_2017_13_2","Zuardi",2017,2,13,2,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","900 mg",900,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",82.5833,3.71006,12,12.852024838258,77.1667,4.59056,12,15.9021663103868,"Male and female","2","CBDhumanexperimental",810000
"Bergamaschi_2011_14_3","Bergamaschi",2011,3,14,3,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","600 mg",600,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","Yes",19.0521327,4.620853081,12,16.0071046212064,32.44075829,4.976303318,12,17.2384203612992,"Male and female","3","CBDhumanexperimental",360000
"Bergamaschi_2011_15_3","Bergamaschi",2011,3,15,3,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","600 mg",600,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","Yes",21.18483412,4.146919431,12,14.3653502987732,37.65402844,4.502369668,12,15.596666038866,"Male and female","3","CBDhumanexperimental",360000
"Crippa_2004_16_4","Crippa",2004,4,16,4,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","400 mg",400,"mg",NA,NA,"SD","acute",1,"SPECT imaging (subjective assessments taken beforehand)",NA,"Experimental","human","NA","No",34.68539326,1.651685393,10,5.22308781991033,48.30337079,1.853932584,10,5.86264959384144,"Male","4","CBDhumanexperimental",160000
"Zuardi_1993_17_5","Zuardi",1993,5,17,5,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","300 mg",300,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",53.46915017,2.188591385,10,6.92093364402247,61.57159488,5.122235157,10,16.1979298071102,"Male and female","5","CBDhumanexperimental",90000
"Zuardi_1993_18_5","Zuardi",1993,5,18,5,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","300 mg",300,"mg",NA,NA,"SD","acute",1,"Simulated public speaking test",NA,"Experimental","human","NA","No",108.3504493,3.337612323,10,10.5544568873256,114.1912709,4.87804878,10,15.4257446822056,"Male and female","5","CBDhumanexperimental",90000
"Fusar-Poli_2009_19_6","Fusar-Poli",2009,6,19,6,"p.o.","Cannabidiol","Reuptake/hydrolysis inhibitor","600 mg",600,"mg",NA,NA,"SD","acute",1,"Viewing fearful faces with different intensity of fearfulness",NA,"Experimental","human","NA","No",1,0.193548,15,0.749608180691753,2.63440860215053,0.602151,15,2.33212079490214,"Male","6","CBDhumanexperimental",360000
"Natividad_2017_1_1","Natividad",2017,1,1,1,"i.p.","PF3845","AEA hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.486,0.236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",32.8,5.3,12.5,18.7383297014435,35.5,2.7,19.5,11.9228771695426,"Male","1","PF3845unconditioned",NA
"Natividad_2017_2_1","Natividad",2017,1,2,1,"i.p.","PF3845","AEA hydrolysis inhibitor","10 mg/kg",10,"mg/kg",1.62,2.6244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",34.9,3.1,12.5,10.9601551083915,35.5,2.7,19.5,11.9228771695426,"Male","1","PF3845unconditioned",NA
"Natividad_2017_3_1","Natividad",2017,1,3,1,"i.p.","PF3845","AEA hydrolysis inhibitor","10 mg/kg",10,"mg/kg",1.62,2.6244,"SD","acute",1,"NSF",NA,"Unconditioned","rats","Wistar","No",97.43202417,18.12688822,8.5,52.848506607029,52.11480363,0,10,0,"Male","1","PF3845unconditioned",NA
"Pavón_2021_4_2","Pavón",2021,2,4,2,"i.p.","PF3845","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",21.21684867,2.106084243,9.5,6.49138759949076,11.93447738,1.170046802,9.5,3.60632644518893,"Male","2","PF3845unconditioned",NA
"Pavón_2021_5_2","Pavón",2021,2,5,2,"i.p.","PF3845","AEA hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",13.5725429,1.716068643,9.5,5.28927878648258,11.93447738,1.170046802,9.5,3.60632644518893,"Male","2","PF3845unconditioned",NA
"Pavón_2021_6_2","Pavón",2021,2,6,2,"i.p.","PF3845","AEA hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",15.99063963,2.106084243,9.5,6.49138759949076,11.93447738,1.170046802,9.5,3.60632644518893,"Male","2","PF3845unconditioned",NA
"Pavón_2021_7_3","Pavón",2021,2,7,3,"i.p.","PF3845","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",36,2.225806452,10,7.03861801901824,24.38709677,2.612903226,10,8.26272549976169,"Male","2","PF3845unconditioned",NA
"Pavón_2021_8_3","Pavón",2021,2,8,3,"i.p.","PF3845","AEA hydrolysis inhibitor","3 mg/kg",3,"mg/kg",0.243,0.059049,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",32.61290323,2.419354839,10,7.65067175938997,24.38709677,2.612903226,10,8.26272549976169,"Male","2","PF3845unconditioned",NA
"Pavón_2021_9_3","Pavón",2021,2,9,3,"i.p.","PF3845","AEA hydrolysis inhibitor","10 mg/kg",10,"mg/kg",0.81,0.6561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",30.77419355,3.387096774,10,10.7109404612486,24.38709677,2.612903226,10,8.26272549976169,"Male","2","PF3845unconditioned",NA
"Bedse_2018_10_4","Bedse",2018,3,10,4,"i.p.","PF3845","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","Yes",35.61151079,3.597122302,24,17.6222283645712,43.52517986,3.956834532,26,20.1759764907258,"Male","3","PF3845unconditioned",NA
"Duan_2016_11_5","Duan",2016,4,11,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"SD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",27.35042735,3.205128205,9.5,9.87886859410641,14.52991453,3.632478632,9.5,11.1960510722932,"Male","4","PF3845unconditioned",NA
"Duan_2016_12_5","Duan",2016,4,12,5,"i.p.","PF3845","AEA hydrolysis inhibitor","4 mg/kg",4,"mg/kg",0.324,0.104976,"SD","acute",-1,"AA",NA,"Unconditioned","mice","CD1 or C57BL/6","Yes",14.56479691,2.263056093,9.5,6.97520733459673,7.195357834,1.624758221,9.5,5.00784116448568,"Male","4","PF3845unconditioned",NA
